Bytes_Transferred,Country,IP,Sport,Status_Code,Time_Elapsed,Timestamp,User_Agent
4089,Colombia,201.50.132.231,Hockey,200,416,11/10/2023:03:32:43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
4136,Brazil,57.205.160.158,Hockey,200,683,07/05/2023:22:37:08,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
5247,India,89.190.171.198,Athletics (Track and Field),404,850,08/02/2023:00:52:47,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
9898,Liberia,129.30.205.129,Gymnastics,200,994,19/02/2023:10:47:56,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1621,United States,162.54.33.13,Badminton,200,567,26/01/2023:02:26:07,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4929,Bahrain,179.139.15.179,Skateboarding,200,497,03/08/2023:12:59:17,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1225,Serbia,225.179.59.107,Basketball,200,403,08/02/2023:03:49:38,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9557,Poland,179.184.71.141,Tennis,404,238,12/11/2023:15:17:42,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3915,Australia,92.118.185.153,Golf,200,497,01/05/2023:21:54:35,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
4419,Zimbabwe,40.111.65.86,Fencing,200,835,18/10/2023:08:31:24,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
1013,Somalia,54.170.152.141,Surfing,500,846,06/05/2023:19:15:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
8098,Ivory Coast,7.32.166.9,Golf,200,488,22/01/2023:11:07:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
9680,Burkina Faso,77.192.220.210,Athletics (Track and Field),200,807,29/07/2023:12:30:01,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9792,India,108.200.83.234,Taekwondo,200,203,04/01/2023:01:04:36,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6665,Burkina Faso,148.249.32.232,Handball,200,252,15/05/2023:19:03:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
2501,Mauritius,194.144.219.190,Weightlifting,404,723,13/01/2023:18:51:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
7215,Serbia,35.164.165.126,Gymnastics,200,447,19/06/2023:05:17:58,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
6016,Israel,54.249.222.139,Weightlifting,200,409,30/06/2023:22:06:38,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
3550,Greece,197.243.82.63,Weightlifting,200,169,28/06/2023:03:27:58,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
8004,Finland,204.25.186.50,Archery,200,297,14/04/2023:16:37:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
9831,Pakistan,235.202.139.2,Boxing,200,562,07/07/2023:06:14:16,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
325,Gabon,84.133.233.12,Fencing,200,417,17/04/2023:21:47:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
3033,Rwanda,138.172.43.117,Gymnastics,200,473,22/04/2023:13:02:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
1839,Bulgaria,89.157.221.24,Triathlon,500,908,30/03/2023:04:40:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
6104,Ethiopia,101.130.3.59,Archery,200,567,26/07/2023:23:14:52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
3394,Egypt,186.19.235.141,Taekwondo,200,179,20/06/2023:13:49:02,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
3476,Saudi Arabia,192.196.60.237,Football,500,605,19/11/2023:04:22:30,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
381,Cameroon,68.153.182.117,Rowing,500,303,14/07/2023:05:50:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
4922,Seychelles,159.140.119.0,Tennis,200,227,10/02/2023:03:59:06,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
1582,Tunisia,55.83.146.86,Tennis,200,882,15/08/2023:04:51:16,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4242,Singapore,90.98.79.177,Basketball,200,19,20/02/2023:13:12:41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
4613,Sweden,201.36.80.13,Wrestling,200,179,14/04/2023:12:41:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
2019,Tunisia,64.98.97.58,Weightlifting,200,371,21/06/2023:06:38:28,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7186,Burkina Faso,60.144.13.24,Triathlon,200,406,31/03/2023:00:47:16,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
9919,United States,37.175.241.174,Handball,200,517,25/05/2023:18:33:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
8799,North Korea,157.2.128.53,Judo,200,812,01/12/2023:08:33:41,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
6132,Saudi Arabia,87.179.127.73,Gymnastics,200,692,20/08/2023:12:59:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
3920,Eswatini,240.35.80.29,Tennis,500,864,16/04/2023:23:42:28,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
3466,Bolivia,151.104.29.197,Rowing,200,685,24/03/2023:10:40:03,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4556,Rwanda,215.49.153.54,Archery,200,894,05/12/2023:10:49:35,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
2307,Hungary,102.254.12.136,Handball,200,367,23/11/2023:16:19:27,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6582,Australia,149.184.53.47,Hockey,404,922,23/08/2023:05:52:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
6459,Italy,114.186.213.215,Triathlon,200,530,15/06/2023:14:13:56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
8249,Thailand,171.102.137.38,Football,200,174,21/11/2023:12:13:38,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6971,Ghana,193.148.90.248,Cycling,200,689,17/10/2023:03:50:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
6147,Australia,211.21.152.3,Basketball,200,589,10/05/2023:05:39:15,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1638,Mexico,255.34.89.20,Handball,200,869,15/11/2023:06:37:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
2777,Guinea,60.241.10.43,Taekwondo,404,93,13/10/2023:11:23:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
1503,Seychelles,40.130.38.63,Wrestling,404,87,26/08/2023:12:53:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
8863,Sweden,106.169.138.16,Football,200,256,05/12/2023:08:48:16,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
816,Denmark,195.19.107.57,Sailing,200,996,27/07/2023:01:41:35,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
2822,Tanzania,88.45.244.72,Athletics (Track and Field),200,529,23/09/2023:03:28:41,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6381,United Kingdom,126.36.15.35,Badminton,404,834,06/04/2023:04:37:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
8571,Mali,206.81.150.6,Surfing,200,771,16/02/2023:12:41:43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1212,Slovakia,221.9.219.74,Archery,200,368,14/06/2023:13:24:43,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
736,Madagascar,115.234.214.235,Judo,200,483,26/11/2023:17:10:56,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3218,Cameroon,54.29.104.18,Tennis,200,903,15/02/2023:16:26:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
8122,Canada,61.116.13.102,Rowing,200,33,27/01/2023:08:57:26,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3000,United Kingdom,119.201.33.228,Skateboarding,500,644,05/04/2023:06:38:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
7901,Democratic Republic of the Congo,151.42.78.145,Judo,200,24,06/04/2023:14:19:55,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
8341,North Korea,3.244.44.186,Wrestling,500,897,06/02/2023:15:05:56,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
9518,Sweden,133.58.14.28,Surfing,200,856,21/10/2023:08:51:21,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5106,Gabon,153.166.41.172,Taekwondo,200,451,09/04/2023:00:12:30,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
2441,Burkina Faso,199.135.136.167,Table Tennis,200,279,22/04/2023:21:25:02,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
7782,Pakistan,4.151.239.90,Handball,200,868,15/01/2023:18:55:54,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
8779,Pakistan,70.247.89.152,Football,404,509,22/06/2023:02:33:25,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
7428,Comoros,122.137.2.120,Shooting,200,848,11/05/2023:12:15:48,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
5906,Uruguay,33.97.236.93,Rugby,200,830,27/08/2023:23:37:18,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1979,China,120.126.136.143,Tennis,200,756,23/04/2023:14:07:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
7883,Syria,84.25.102.92,Weightlifting,200,329,01/10/2023:21:15:30,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
4995,Liberia,197.115.78.59,Basketball,404,202,29/04/2023:00:14:35,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
8660,Sudan,166.131.30.19,Table Tennis,200,238,23/08/2023:06:13:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
5962,Democratic Republic of the Congo,162.82.132.48,Skateboarding,200,140,24/06/2023:04:18:33,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9684,Ivory Coast,19.92.31.57,Rowing,200,468,21/08/2023:15:07:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
2550,South Sudan,130.102.101.173,Handball,200,463,20/07/2023:00:02:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
7916,Colombia,32.205.234.153,Shooting,200,699,11/09/2023:18:42:45,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
5468,South Africa,153.249.174.178,Wrestling,200,426,27/07/2023:17:19:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
1904,United States,161.81.12.245,Sailing,200,59,16/06/2023:17:17:31,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9763,Iran,125.185.178.199,Athletics (Track and Field),200,767,15/03/2023:08:05:30,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
2723,Mozambique,116.213.83.37,Golf,200,980,10/04/2023:21:00:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
2484,Saudi Arabia,220.1.204.241,Gymnastics,404,882,15/07/2023:03:32:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
3899,China,254.200.14.54,Rowing,200,218,01/01/2023:04:06:22,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
1617,Uruguay,230.172.130.228,Archery,200,860,13/07/2023:10:17:19,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
4917,Zimbabwe,0.220.35.3,Table Tennis,200,322,15/01/2023:02:07:35,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
3763,Denmark,95.193.239.180,Judo,200,570,18/07/2023:10:17:39,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
7592,Jamaica,29.71.7.166,Table Tennis,500,136,04/05/2023:04:49:43,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
1553,Seychelles,18.27.175.11,Surfing,200,230,18/07/2023:20:57:27,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
7161,Seychelles,185.232.1.154,Basketball,200,171,05/11/2023:06:21:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
1656,Australia,127.56.186.221,Skateboarding,200,535,11/10/2023:21:53:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
8173,Ukraine,177.60.171.234,Wrestling,200,215,08/06/2023:16:20:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
7922,China,8.224.201.53,Boxing,200,770,08/04/2023:01:30:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
2656,Cameroon,107.85.139.140,Volleyball,200,238,29/03/2023:10:42:33,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
2324,Jamaica,29.205.232.1,Table Tennis,200,628,18/09/2023:22:06:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
2810,Senegal,196.135.55.48,Tennis,200,862,20/01/2023:23:22:41,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
8343,Lesotho,2.56.234.153,Basketball,404,878,20/11/2023:06:08:34,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
8091,Belarus,222.193.224.7,Sport Climbing,404,501,08/11/2023:15:04:13,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
2012,Burundi,72.158.218.11,Table Tennis,200,347,20/05/2023:10:23:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
2290,Sri Lanka,237.18.207.236,Triathlon,200,783,17/04/2023:02:51:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
1533,Malawi,133.122.12.87,Boxing,200,938,13/11/2023:18:21:05,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
8654,Nigeria,21.100.29.3,Athletics (Track and Field),404,748,09/09/2023:19:26:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
9776,Mali,21.153.61.191,Wrestling,200,972,09/09/2023:20:21:21,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
841,Poland,47.201.130.96,Tennis,404,636,07/11/2023:01:16:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
5309,Paraguay,248.162.86.227,Triathlon,200,411,29/01/2023:18:18:37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
146,Nigeria,243.32.214.129,Handball,200,304,15/09/2023:01:58:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
6663,Thailand,87.57.64.34,Athletics (Track and Field),200,39,06/12/2023:06:17:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
2950,Botswana,100.5.5.75,Fencing,200,308,25/02/2023:02:41:01,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6717,Bangladesh,140.237.237.253,Judo,200,108,07/01/2023:14:56:11,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1803,Denmark,63.164.96.34,Tennis,200,7,24/03/2023:10:49:47,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
5151,Philippines,78.239.92.102,Sailing,200,122,01/05/2023:13:50:41,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
578,Tunisia,28.200.63.73,Tennis,200,168,11/03/2023:01:59:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
6760,Liberia,1.80.166.205,Badminton,200,366,10/09/2023:03:27:18,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
6137,Sweden,212.30.111.206,Fencing,200,688,31/10/2023:07:52:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
3099,South Africa,226.93.240.157,Football,404,103,16/04/2023:08:38:35,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
6127,Australia,101.87.210.193,Football,404,781,29/12/2023:14:33:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
2790,Poland,25.150.127.105,Cycling,200,892,22/11/2023:13:39:37,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
